condition,seed,scenario,n_episodes,sim_steps,wall_s,reward,reward_std,ep_length,ep_length_std,vx_abs_err,vx_abs_err_std,vy_abs_err,vy_abs_err_std,mean_height,mean_height_std,below_thresh_frac,below_thresh_frac_std,energy_per_step,energy_per_step_std,torque_peak,torque_peak_std,torque_peak_std_acrossdofs,torque_peak_std_acrossdofs_std,energy_std_acrossdofs,energy_std_acrossdofs_std,mean_jerk,mean_jerk_std,fatigue_max_acrossdofs,fatigue_max_acrossdofs_std,fatigue_std_acrossdofs,fatigue_std_acrossdofs_std,early_terminated,early_terminated_std,survived,survived_std,error
no_fatigue,8,payload_8kg,64,3578,51.8,134.2436636686325,10.955127318148953,3578.0,0.0,0.4473949605599046,0.10079397840280731,0.0735771527979523,0.008618433247702527,0.11784075875766575,0.042966260672689695,0.8927124086767435,0.1230681584597054,1.525657513178885,0.17331645647274418,27.996997237205505,0.7508370577002368,1.9105605762451887,0.2640623046931534,0.028339907235931605,0.0065765554414614095,12526.718933105469,898.854195911628,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
no_fatigue,8,push_x_1p5,64,3578,49.3,208.8834878206253,42.0099945187464,3444.046875,538.0688995147368,0.08854735811473802,0.05882525782285366,0.0628424872411415,0.013195792747784579,0.3045136220753193,0.03680532791510622,0.1976922557587386,0.15395865453484212,1.708995707333088,0.05540815650573294,32.244822680950165,5.168513231185803,2.830878036096692,1.3372586222641698,0.05469457508297637,0.0037939173420957952,29195.535064697266,770.8507142732913,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
no_hill,1,payload_8kg,64,2217,34.9,15.027126708067954,13.909517533850964,913.109375,539.1148865159404,0.3871475104242563,0.09620081743499172,0.20091082307044417,0.05718484149499033,0.22912445524707437,0.10060162107015604,0.5245351901976392,0.4373804140222421,1.985294722020626,0.13286107363852395,20.00127810239792,0.030480123875971786,1.6815134435892105,0.45159626724075747,0.10713537980336696,0.010282481090664344,1034.073745727539,206.6939785133135,0.8846239242702723,0.007724114983138514,0.13856153620872647,0.022960161521655458,1.0,0.0,0.0,0.0,
no_hill,1,push_x_1p5,64,3587,49.6,238.47311362344772,54.35650383804524,3325.671875,690.029860285276,0.08709940587868914,0.13883706162015302,0.09181640821043402,0.04713683155784902,0.32340900716371834,0.036410658832862625,0.0929983011665172,0.0914026585890836,1.0292153200134635,0.1523027633308058,19.795486360788345,0.12614842149731118,2.8527138736099005,0.6163371036514163,0.06885557423811406,0.012292338631183907,1080.5468864440918,288.7124443324539,0.8076269119046628,0.05945670195642631,0.18038459494709969,0.020219067198203527,1.0,0.0,0.0,0.0,
no_hill,2,payload_8kg,66,3578,53.6,76.48256664926356,47.816510164064546,3119.621212121212,940.1272543184535,0.3879853222857822,0.2155678038883312,0.11734050865087545,0.04736091663951406,0.20050049443362336,0.06575454839014766,0.5677680734432105,0.29987298281655206,1.236742984616395,0.3293209146297707,20.00768300258752,0.04114145746446243,1.0436006784439087,0.3680039668709734,0.057535288855433464,0.014806500135728604,786.0888792095762,217.5354370126001,0.894753893216451,0.005379113450387773,0.09648835077656037,0.020631103960728016,1.0,0.0,0.0,0.0,
no_hill,2,push_x_1p5,64,3587,48.6,251.12569078581873,75.35556712813424,3231.28125,884.4472485772529,0.11940149101428688,0.22472439100365513,0.07088670885423198,0.03277243417905467,0.2961482041864656,0.06355189040438816,0.23846248388599633,0.23400294566645286,0.5747112673707306,0.2608799790861106,19.691182404756546,0.15459707151916968,2.5972884949296713,0.5444786117098787,0.03040697507094592,0.021731681235724064,801.4925374984741,451.5514444792218,0.8126055956818163,0.07230379754602333,0.16772966063581407,0.020056046880030043,1.0,0.0,0.0,0.0,
no_hill,3,payload_8kg,64,3607,54.4,73.50750236958265,49.41615945936637,3192.828125,853.8708231860907,0.42771193420048803,0.2545000048020366,0.10635992130846716,0.04125621322538181,0.19928254789556377,0.07080812856957797,0.5687522569787689,0.3077334077571507,1.400219696573913,0.458412202337377,20.019441843032837,0.008240001541772013,0.82382598426193,0.42952287003577244,0.070512108708499,0.02445517609662494,960.4481129646301,559.0141694539064,0.8950052103027701,0.0033184124789624697,0.0959727736772038,0.024848827377411335,1.0,0.0,0.0,0.0,
no_hill,3,push_x_1p5,65,3578,49.8,235.8094825744629,81.40127532319697,3086.5692307692307,967.6293674690023,0.0894137360728704,0.04777788822247757,0.07646653594879003,0.035821038537464246,0.30255214182230145,0.04670520417034599,0.19585395957558202,0.18312430215266878,0.6334053745636573,0.05031014629936309,19.790376017643855,0.11046807420779332,2.7750823827890247,0.5213026068092003,0.03147310924071532,0.0014709109862832408,867.6681931715746,133.39658059013624,0.8234169409825252,0.0337841112292693,0.17556201976079208,0.016426040715380497,1.0,0.0,0.0,0.0,
no_hill,4,payload_8kg,64,4531,66.2,91.7790611833334,42.27667570166621,3344.578125,736.5535746996126,0.332650885800831,0.1828588168276394,0.10968421556754038,0.027806244141114423,0.20142631395719945,0.05051954269742485,0.5751550806453452,0.2529003579553529,1.4178596683777869,0.2810567476438176,20.005434185266495,0.03889184412564355,0.9227101905271411,0.3009662951502589,0.06589773131418042,0.01447122106276723,773.2226247787476,183.15193330762932,0.8949178084731102,0.0043903781911866935,0.08939649455714971,0.01836809411453138,0.984375,0.125,0.015625,0.125,
no_hill,4,push_x_1p5,65,3578,49.1,258.9803441561185,60.224969309831806,3315.2153846153847,695.7904338840937,0.07320974635390134,0.04914221078754743,0.06429233189958793,0.02141865050468987,0.30877016278413627,0.04197069306712918,0.1743390333874581,0.15915408633853403,0.563778752547044,0.04543081885459843,19.500022946871244,0.2556943674530555,2.844770624087407,0.547386040026616,0.03182417217355508,0.0009431617464754698,711.856103515625,79.77415163944754,0.8247582151339604,0.0322987107053714,0.18247842078025525,0.020084901473145744,1.0,0.0,0.0,0.0,
no_hill,5,payload_8kg,75,3578,55.6,51.68178677370151,44.5470695622935,2399.0933333333332,1285.2222877809927,0.34100914816061656,0.1774090039609684,0.13722928591072558,0.04835646806638265,0.21366693357626598,0.07580839852385236,0.5494878900547823,0.3118944862445417,1.8878448275725046,0.320326368905285,20.01481689453125,0.014452834106868097,1.6508335653940838,0.5385810747066722,0.1027083174387614,0.017259735271731663,992.4049106852214,193.90939011837008,0.897306517759959,0.0023854948329566075,0.13926185329755147,0.02488769198257214,1.0,0.0,0.0,0.0,
no_hill,5,push_x_1p5,64,4401,62.4,206.4487542649731,59.99325702870195,3284.96875,878.6588259052941,0.11399410746525973,0.15818894155403118,0.1043122797855176,0.05936776171219799,0.34726294805295765,0.06559210345484384,0.05976264063883718,0.14142561666587386,1.1745510175824165,0.09994911736873745,19.727291613817215,0.20427829510873677,3.0090859346091747,0.5851901970452107,0.0735298910876736,0.008195740665466097,1088.0130767822266,430.32486350656814,0.8282038019970059,0.060403837178338526,0.18680250085890293,0.01575710991923247,0.984375,0.125,0.015625,0.125,
no_hill,6,payload_8kg,68,3578,55.0,62.723658821162054,50.39041286192709,2998.9117647058824,1025.1862697191764,0.4787714085815584,0.23491993916949555,0.10009767572559855,0.044852503488238014,0.19216648946680567,0.07481474179071634,0.6015124380150262,0.3228740611756284,1.1038005141650928,0.39718587639215797,20.01636224634507,0.012167052188183518,1.2858583379317732,0.4287694107258515,0.05376382177586064,0.020310833947673235,845.8873753267176,1144.9535268210145,0.8961727838305866,0.0030311335199079983,0.10906898339881617,0.025231568908169463,1.0,0.0,0.0,0.0,
no_hill,6,push_x_1p5,64,3578,49.1,266.91668462753296,46.73875140205916,3391.9375,537.061134972931,0.06580247925012372,0.0229029728387872,0.06766766664804891,0.01274202986162234,0.3059200025163591,0.03818985899799671,0.17446379907778464,0.13727272119155082,0.513448846526444,0.03709259631227505,19.74363136291504,0.14603001107239663,2.8473845422267914,0.4960552159604033,0.025857634871499613,0.0013029720570531945,678.682092666626,56.63646271732962,0.8266941737383604,0.032787526767443356,0.17360226204618812,0.014779492044318039,1.0,0.0,0.0,0.0,
no_hill,7,payload_8kg,71,3578,54.5,53.17623228422353,46.54055484080709,2849.943661971831,1110.0172571029684,0.4555756646982381,0.21916303533329531,0.1142992893574943,0.03664387245627519,0.2088915724569643,0.062210152139037384,0.5502965656096037,0.3191364260416774,1.2933757638847325,0.37881322257446737,20.009932289660817,0.034861006258852814,0.7921189809559097,0.4939967014150588,0.060469665735120505,0.018811599694706284,840.4487119862731,329.1351142815627,0.8948334279194684,0.0061153888611100524,0.09557697612424972,0.025510026662048785,1.0,0.0,0.0,0.0,
no_hill,7,push_x_1p5,64,3578,50.9,262.38038551807404,41.39421742586695,3431.8125,405.40572955442497,0.07879722266807221,0.04675485601752489,0.06777313054772094,0.015196831932433432,0.3122607716359198,0.03829334994847788,0.15999165339235333,0.13298398418602606,0.5847330875694752,0.06227468936420206,19.6503227353096,0.194995697501424,2.446076006628573,0.7445752593698048,0.03503711416851729,0.001121380521066589,802.2823143005371,207.5437468222461,0.8091183304786682,0.0334179044782171,0.1661209958838299,0.024316380851427278,1.0,0.0,0.0,0.0,
no_hill,8,payload_8kg,73,3578,57.4,64.68392218384024,56.28835380684149,2341.1917808219177,1243.4585131078543,0.3503741761797095,0.19746359163661256,0.14602791084206268,0.04558999332504294,0.2223139135804895,0.07108707222369924,0.48324610692869924,0.351967346668333,1.4758107405002803,0.2991613572635041,20.008441454743686,0.026779511761796052,1.252171132254274,0.4598322191533838,0.0720057095566841,0.014583506154179133,943.1638982067369,245.51657072656104,0.8913335832830978,0.005073969246536658,0.11752913050251464,0.022716762451706174,1.0,0.0,0.0,0.0,
no_hill,8,push_x_1p5,64,3578,50.5,256.1576927304268,62.895387646255074,3284.15625,690.6455507608184,0.07704783513327129,0.04432813231677297,0.07980785588733852,0.025938673940380214,0.3225228111259639,0.045709554946359976,0.17729317291014013,0.16333043809325268,0.5442300247959793,0.04872092324634469,19.68809199333191,0.1461317644029328,2.9432290866971016,0.49794369702094227,0.030922632664442062,0.001840503377652843,700.1365146636963,85.99352627974899,0.8364371750503778,0.030766301601007923,0.1767909089103341,0.017527319626545024,1.0,0.0,0.0,0.0,
no_activation,1,payload_8kg,67,3578,57.5,47.892308916618575,40.208759611620025,2710.4626865671644,1229.142881064468,0.6528601038144596,0.22336779432497694,0.09210263271885577,0.056396970487704104,0.22417863508436217,0.08336836723113872,0.48645802628971746,0.4291925571265795,0.7373682089261154,0.3885457828182053,56.28966152134226,12.266726677631826,13.095807488284894,2.864600275825714,0.04218679481644684,0.022846749060458357,349.9321820558007,222.43232505992606,1.7482755593399504,0.19571548308012232,0.4185399284113699,0.04476972498154858,1.0,0.0,0.0,0.0,
